symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl,exit_reason
PGHL,2023-02-15 00:00:00+05:30,2023-03-29 00:00:00+05:30,4513.5,4438.0,69,-5209.5,
JAGRAN,2023-05-03 00:00:00+05:30,2023-05-08 00:00:00+05:30,73.15,72.1,349,-366.45000000000397,RS replacement
JBCHEPHARM,2023-04-17 00:00:00+05:30,2023-05-08 00:00:00+05:30,1071.9,1042.55,155,-4549.250000000021,RS replacement
ICICIBANK,2023-05-02 00:00:00+05:30,2023-05-08 00:00:00+05:30,922.1,937.9,62,979.5999999999972,RS replacement
PRSMJOHNSN,2023-04-24 00:00:00+05:30,2023-05-12 00:00:00+05:30,123.55,116.5,749,-5280.449999999998,RS replacement
FDC,2023-05-02 00:00:00+05:30,2023-05-16 00:00:00+05:30,295.35,294.45,190,-171.00000000000648,RS replacement
JKTYRE,2023-05-08 00:00:00+05:30,2023-05-18 00:00:00+05:30,201.55,180.95,222,-4573.200000000005,
MINDACORP,2023-04-10 00:00:00+05:30,2023-05-22 00:00:00+05:30,254.45,279.3,649,16127.650000000014,
OBEROIRLTY,2023-04-17 00:00:00+05:30,2023-05-29 00:00:00+05:30,916.8,929.65,211,2711.350000000005,
GREAVESCOT,2023-05-18 00:00:00+05:30,2023-05-29 00:00:00+05:30,153.85,133.05,364,-7571.199999999993,
DLF,2023-04-17 00:00:00+05:30,2023-05-29 00:00:00+05:30,415.35,482.65,553,37216.89999999997,
GULFOILLUB,2023-05-29 00:00:00+05:30,2023-06-05 00:00:00+05:30,442.8,446.8,471,1884.0,RS replacement
PRAJIND,2023-05-29 00:00:00+05:30,2023-06-05 00:00:00+05:30,386.15,384.4,435,-761.25,RS replacement
LEMONTREE,2023-05-02 00:00:00+05:30,2023-06-06 00:00:00+05:30,87.9,93.3,701,3785.399999999994,RS replacement
SUZLON,2023-06-05 00:00:00+05:30,2023-06-07 00:00:00+05:30,11.4,14.45,1888,5758.399999999998,
GSFC,2023-05-02 00:00:00+05:30,2023-06-13 00:00:00+05:30,158.99,153.82,565,-2921.050000000009,
EIHOTEL,2023-05-02 00:00:00+05:30,2023-06-13 00:00:00+05:30,188.6,213.85,281,7095.25,
AUBANK,2023-05-03 00:00:00+05:30,2023-06-14 00:00:00+05:30,684.8,772.2,43,3758.200000000004,
ENGINERSIN,2023-05-08 00:00:00+05:30,2023-06-19 00:00:00+05:30,98.9,114.0,503,7595.299999999997,
HSCL,2023-05-08 00:00:00+05:30,2023-06-19 00:00:00+05:30,118.75,131.65,207,2670.300000000001,
CHOLAHLDNG,2023-05-12 00:00:00+05:30,2023-06-23 00:00:00+05:30,776.4,869.1,73,6767.100000000003,
CEATLTD,2023-05-16 00:00:00+05:30,2023-06-27 00:00:00+05:30,1862.4,2081.75,32,7019.199999999997,
NESCO,2023-05-22 00:00:00+05:30,2023-07-03 00:00:00+05:30,623.15,627.35,166,697.2000000000075,
TIMETECHNO,2023-06-06 00:00:00+05:30,2023-07-10 00:00:00+05:30,53.1,65.2,510,6171.000000000001,
BLISSGVS,2023-06-19 00:00:00+05:30,2023-07-17 00:00:00+05:30,81.9,100.45,283,5249.65,
KOLTEPATIL,2023-06-05 00:00:00+05:30,2023-07-17 00:00:00+05:30,344.05,385.05,300,12300.0,
REPCOHOME,2023-06-05 00:00:00+05:30,2023-07-17 00:00:00+05:30,276.25,314.1,270,10219.500000000005,
SUZLON,2023-06-05 00:00:00+05:30,2023-07-17 00:00:00+05:30,11.4,18.2,5625,38249.99999999999,
TIMETECHNO,2023-06-06 00:00:00+05:30,2023-07-18 00:00:00+05:30,53.1,68.4,1529,23393.700000000008,
JAGRAN,2023-06-19 00:00:00+05:30,2023-07-20 00:00:00+05:30,78.5,102.1,155,3657.999999999999,
JSWSTEEL,2023-06-13 00:00:00+05:30,2023-07-25 00:00:00+05:30,756.65,800.55,230,10096.999999999995,
CASTROLIND,2023-06-27 00:00:00+05:30,2023-07-26 00:00:00+05:30,118.19,140.94,162,3685.5,
TCS,2023-07-18 00:00:00+05:30,2023-07-28 00:00:00+05:30,3496.85,3355.4,40,-5657.999999999993,
ASTRAZEN,2023-06-19 00:00:00+05:30,2023-07-31 00:00:00+05:30,3650.55,3866.0,27,5817.149999999995,
JAGRAN,2023-06-19 00:00:00+05:30,2023-07-31 00:00:00+05:30,78.5,103.85,645,16350.749999999996,
MOTILALOFS,2023-06-19 00:00:00+05:30,2023-07-31 00:00:00+05:30,179.65,209.6,617,18479.149999999994,
BLISSGVS,2023-06-19 00:00:00+05:30,2023-07-31 00:00:00+05:30,81.9,99.65,866,15371.5,
MFSL,2023-06-26 00:00:00+05:30,2023-08-07 00:00:00+05:30,745.8,785.25,92,3629.400000000004,
CASTROLIND,2023-06-27 00:00:00+05:30,2023-08-08 00:00:00+05:30,118.19,143.46,712,17992.24000000001,
GILLETTE,2023-07-03 00:00:00+05:30,2023-08-14 00:00:00+05:30,5014.5,5350.5,17,5712.0,
ASHOKA,2023-07-17 00:00:00+05:30,2023-08-28 00:00:00+05:30,93.75,100.2,767,4947.150000000002,
JINDALSTEL,2023-07-17 00:00:00+05:30,2023-08-28 00:00:00+05:30,637.9,655.85,158,2836.100000000007,
MPHASIS,2023-07-17 00:00:00+05:30,2023-08-28 00:00:00+05:30,2028.2,2231.0,63,12776.399999999998,
SOLARINDS,2023-08-14 00:00:00+05:30,2023-08-28 00:00:00+05:30,4162.25,4889.9,11,8004.149999999996,
NMDC,2023-08-07 00:00:00+05:30,2023-08-31 00:00:00+05:30,32.7,37.5,1848,8870.399999999994,
ZYDUSWELL,2023-08-28 00:00:00+05:30,2023-09-12 00:00:00+05:30,332.4,312.8,526,-10309.599999999982,
PETRONET,2023-09-11 00:00:00+05:30,2023-09-12 00:00:00+05:30,229.65,216.4,522,-6916.5,
IRB,2023-09-11 00:00:00+05:30,2023-09-14 00:00:00+05:30,17.08,15.92,6152,-7136.31999999999,
GODFRYPHLP,2023-08-07 00:00:00+05:30,2023-09-18 00:00:00+05:30,685.0,685.0,295,0.0,
NMDC,2023-08-07 00:00:00+05:30,2023-09-18 00:00:00+05:30,32.7,45.4,6161,78244.69999999997,
IRB,2023-09-14 00:00:00+05:30,2023-09-21 00:00:00+05:30,15.92,14.75,5530,-6470.099999999999,
SOLARINDS,2023-08-14 00:00:00+05:30,2023-09-25 00:00:00+05:30,4162.25,4612.55,42,18912.600000000006,
VIPIND,2023-08-14 00:00:00+05:30,2023-09-25 00:00:00+05:30,664.65,654.9,180,-1755.0,
KRBL,2023-08-14 00:00:00+05:30,2023-09-25 00:00:00+05:30,399.15,402.75,209,752.4000000000048,
INDOCO,2023-09-18 00:00:00+05:30,2023-10-04 00:00:00+05:30,356.55,329.9,444,-11832.600000000015,
TNPL,2023-08-28 00:00:00+05:30,2023-10-09 00:00:00+05:30,265.4,249.6,517,-8168.599999999991,
MGL,2023-10-10 00:00:00+05:30,2023-10-20 00:00:00+05:30,1108.65,1030.05,251,-19728.600000000035,
BALRAMCHIN,2023-09-11 00:00:00+05:30,2023-10-23 00:00:00+05:30,420.2,402.75,175,-3053.749999999998,
PETRONET,2023-09-12 00:00:00+05:30,2023-10-23 00:00:00+05:30,216.4,202.7,618,-8466.600000000011,
YESBANK,2023-11-17 00:00:00+05:30,2023-11-22 00:00:00+05:30,20.8,19.2,7596,-12153.600000000011,
HINDPETRO,2023-11-20 00:00:00+05:30,2023-12-04 00:00:00+05:30,179.1,224.15,126,5676.300000000001,
RADICO,2023-11-12 00:00:00+05:30,2023-12-05 00:00:00+05:30,1386.6,1720.85,40,13370.0,
BDL,2023-12-04 00:00:00+05:30,2023-12-18 00:00:00+05:30,616.8,764.6,43,6355.400000000003,
BASF,2023-11-12 00:00:00+05:30,2023-12-26 00:00:00+05:30,2855.15,3084.95,83,19073.399999999976,
JKCEMENT,2023-11-12 00:00:00+05:30,2023-12-26 00:00:00+05:30,3495.5,3765.4,49,13225.100000000004,
RADICO,2023-11-12 00:00:00+05:30,2023-12-26 00:00:00+05:30,1386.6,1615.15,139,31768.450000000026,
WABAG,2023-11-12 00:00:00+05:30,2023-12-26 00:00:00+05:30,566.8,598.05,437,13656.25,
SAIL,2023-12-11 00:00:00+05:30,2023-12-28 00:00:00+05:30,100.8,122.85,130,2866.4999999999995,
NFL,2023-12-11 00:00:00+05:30,2024-01-01 00:00:00+05:30,79.4,99.8,157,3202.799999999999,
HINDPETRO,2023-11-20 00:00:00+05:30,2024-01-01 00:00:00+05:30,179.1,239.15,389,23359.450000000004,
BDL,2023-12-04 00:00:00+05:30,2024-01-15 00:00:00+05:30,616.8,877.85,133,34719.65000000001,
SUDARSCHEM,2023-12-26 00:00:00+05:30,2024-01-17 00:00:00+05:30,548.5,504.1,219,-9723.599999999995,
CASTROLIND,2023-12-26 00:00:00+05:30,2024-01-17 00:00:00+05:30,177.43,163.24,1074,-15240.059999999998,
ABB,2023-12-11 00:00:00+05:30,2024-01-23 00:00:00+05:30,4786.85,4770.55,17,-277.1000000000031,
GSPL,2023-12-12 00:00:00+05:30,2024-01-23 00:00:00+05:30,293.9,347.65,151,8116.25,
INDIACEM,2023-12-11 00:00:00+05:30,2024-01-23 00:00:00+05:30,269.5,235.35,290,-9903.500000000002,
AMBUJACEM,2023-12-11 00:00:00+05:30,2024-01-23 00:00:00+05:30,504.0,525.05,290,6104.499999999987,
AVANTIFEED,2024-01-15 00:00:00+05:30,2024-01-23 00:00:00+05:30,552.25,512.05,213,-8562.60000000001,
SAIL,2023-12-11 00:00:00+05:30,2024-01-23 00:00:00+05:30,100.8,108.8,476,3808.0,
NFL,2023-12-11 00:00:00+05:30,2024-01-23 00:00:00+05:30,79.4,112.05,465,15182.249999999996,
DCBBANK,2024-01-01 00:00:00+05:30,2024-01-25 00:00:00+05:30,145.3,135.25,851,-8552.55000000001,
INDOSTAR,2024-01-17 00:00:00+05:30,2024-02-05 00:00:00+05:30,201.55,183.9,519,-9160.350000000002,
HFCL,2023-12-26 00:00:00+05:30,2024-02-06 00:00:00+05:30,85.8,103.5,1315,23275.500000000004,
HERITGFOOD,2023-12-26 00:00:00+05:30,2024-02-06 00:00:00+05:30,303.4,316.5,710,9301.000000000016,
RAIN,2024-01-29 00:00:00+05:30,2024-02-12 00:00:00+05:30,186.0,170.9,1292,-19509.199999999993,
PNCINFRA,2024-01-17 00:00:00+05:30,2024-02-28 00:00:00+05:30,413.85,430.65,350,5879.999999999984,
JAGRAN,2024-02-19 00:00:00+05:30,2024-03-11 00:00:00+05:30,114.3,103.5,787,-8499.599999999999,
JAMNAAUTO,2024-02-12 00:00:00+05:30,2024-03-13 00:00:00+05:30,115.75,109.45,2125,-13387.499999999995,
VGUARD,2024-02-12 00:00:00+05:30,2024-03-13 00:00:00+05:30,307.0,306.1,894,-804.5999999999797,
ASTRAL,2024-02-26 00:00:00+05:30,2024-03-19 00:00:00+05:30,2084.45,1951.75,48,-6369.599999999991,
TATACHEM,2024-03-11 00:00:00+05:30,2024-03-20 00:00:00+05:30,1175.4,1031.3,75,-10807.500000000011,
ABCAPITAL,2024-02-12 00:00:00+05:30,2024-03-26 00:00:00+05:30,180.4,177.1,1531,-5052.3000000000175,
TRITURBINE,2024-02-12 00:00:00+05:30,2024-03-26 00:00:00+05:30,428.35,537.6,258,28186.5,
MHRIL,2024-02-13 00:00:00+05:30,2024-03-26 00:00:00+05:30,398.9,395.4,307,-1074.5,
SHILPAMED,2024-02-26 00:00:00+05:30,2024-04-08 00:00:00+05:30,216.05,253.0,329,12156.549999999996,
HEG,2024-03-18 00:00:00+05:30,2024-04-15 00:00:00+05:30,373.05,488.05,68,7820.0,
LINDEINDIA,2024-03-26 00:00:00+05:30,2024-04-24 00:00:00+05:30,6390.7,8245.15,5,9272.25,
ICICIPRULI,2024-03-18 00:00:00+05:30,2024-04-29 00:00:00+05:30,565.85,559.9,321,-1909.9500000000146,
HEG,2024-03-18 00:00:00+05:30,2024-04-29 00:00:00+05:30,373.05,477.45,201,20984.399999999994,
COFFEEDAY,2024-04-22 00:00:00+05:30,2024-05-06 00:00:00+05:30,64.2,59.85,680,-2958.000000000001,RS replacement
MHRIL,2024-04-29 00:00:00+05:30,2024-05-06 00:00:00+05:30,433.7,405.0,118,-3386.5999999999985,RS replacement
DMART,2024-03-26 00:00:00+05:30,2024-05-07 00:00:00+05:30,4486.2,4660.45,81,14114.25,
LINDEINDIA,2024-03-26 00:00:00+05:30,2024-05-07 00:00:00+05:30,6390.7,7983.1,24,38217.60000000001,
CHOLAFIN,2024-05-06 00:00:00+05:30,2024-05-09 00:00:00+05:30,1326.0,1222.5,38,-3933.0,
HINDZINC,2024-04-15 00:00:00+05:30,2024-05-10 00:00:00+05:30,407.25,525.5,74,8750.5,
MUTHOOTFIN,2024-04-08 00:00:00+05:30,2024-05-21 00:00:00+05:30,1674.2,1703.4,97,2832.400000000004,
BHARATFORG,2024-04-29 00:00:00+05:30,2024-05-24 00:00:00+05:30,1282.0,1573.5,26,7579.0,
SYMPHONY,2024-04-15 00:00:00+05:30,2024-05-27 00:00:00+05:30,951.7,1054.65,131,13486.450000000006,
HINDZINC,2024-04-15 00:00:00+05:30,2024-05-27 00:00:00+05:30,407.25,706.9,358,107274.7,
DEEPAKNTR,2024-04-29 00:00:00+05:30,2024-05-29 00:00:00+05:30,2443.85,2267.65,36,-6343.199999999993,
GILLETTE,2024-05-16 00:00:00+05:30,2024-06-03 00:00:00+05:30,6681.5,7064.0,16,6120.0,RS replacement
JISLJALEQS,2024-05-21 00:00:00+05:30,2024-06-04 00:00:00+05:30,64.55,55.0,890,-8499.499999999998,
LUXIND,2024-05-06 00:00:00+05:30,2024-06-04 00:00:00+05:30,1467.3,1300.75,38,-6328.899999999998,
BALKRISIND,2024-05-27 00:00:00+05:30,2024-06-04 00:00:00+05:30,3101.95,2897.55,55,-11241.99999999998,
WHIRLPOOL,2024-04-29 00:00:00+05:30,2024-06-10 00:00:00+05:30,1476.7,1702.6,76,17168.39999999999,
ABFRL,2024-04-29 00:00:00+05:30,2024-06-10 00:00:00+05:30,203.45,245.15,467,19473.90000000001,
BHARATFORG,2024-04-29 00:00:00+05:30,2024-06-10 00:00:00+05:30,1282.0,1580.8,80,23903.999999999996,
SKFINDIA,2024-05-16 00:00:00+05:30,2024-06-14 00:00:00+05:30,2653.2,3244.7,15,8872.5,
SUPREMEIND,2024-05-06 00:00:00+05:30,2024-06-18 00:00:00+05:30,5273.15,6156.4,10,8832.5,
RPOWER,2024-06-18 00:00:00+05:30,2024-06-24 00:00:00+05:30,30.96,29.7,1899,-2392.740000000003,RS replacement
DBCORP,2024-06-10 00:00:00+05:30,2024-06-24 00:00:00+05:30,306.8,306.5,329,-98.70000000000374,RS replacement
MARICO,2024-05-16 00:00:00+05:30,2024-06-27 00:00:00+05:30,591.25,611.65,353,7201.199999999992,
SKFINDIA,2024-05-16 00:00:00+05:30,2024-06-27 00:00:00+05:30,2653.2,3057.6,53,21433.200000000004,
NESCO,2024-05-29 00:00:00+05:30,2024-07-01 00:00:00+05:30,873.9,951.65,128,9952.0,RS replacement
RKFORGE,2024-06-24 00:00:00+05:30,2024-07-02 00:00:00+05:30,896.8,915.75,85,1610.7500000000039,RS replacement
FINCABLES,2024-05-27 00:00:00+05:30,2024-07-08 00:00:00+05:30,1455.95,1635.6,115,20659.749999999985,
KNRCON,2024-06-03 00:00:00+05:30,2024-07-15 00:00:00+05:30,324.6,360.8,318,11511.599999999997,
SUNDRMFAST,2024-06-05 00:00:00+05:30,2024-07-18 00:00:00+05:30,1222.35,1401.3,129,23084.550000000007,
GRANULES,2024-06-10 00:00:00+05:30,2024-07-22 00:00:00+05:30,473.35,517.8,251,11156.949999999983,
IDEA,2024-06-10 00:00:00+05:30,2024-07-22 00:00:00+05:30,15.81,15.89,5059,404.72000000000037,
SUNTECK,2024-06-10 00:00:00+05:30,2024-07-22 00:00:00+05:30,524.75,609.75,293,24905.0,
3MINDIA,2024-06-18 00:00:00+05:30,2024-07-30 00:00:00+05:30,37068.55,39600.65,3,7596.299999999996,
PCJEWELLER,2024-07-15 00:00:00+05:30,2024-07-31 00:00:00+05:30,7.07,9.39,3407,7904.240000000001,
MPHASIS,2024-07-22 00:00:00+05:30,2024-08-05 00:00:00+05:30,2868.4,2600.3,72,-19303.199999999993,
CERA,2024-06-24 00:00:00+05:30,2024-08-05 00:00:00+05:30,9142.25,9436.7,13,3827.8500000000095,
KAJARIACER,2024-06-27 00:00:00+05:30,2024-08-08 00:00:00+05:30,1425.1,1471.1,85,3910.0,
UFLEX,2024-06-27 00:00:00+05:30,2024-08-08 00:00:00+05:30,519.3,566.5,266,12555.200000000012,
ORIENTCEM,2024-07-01 00:00:00+05:30,2024-08-12 00:00:00+05:30,314.15,340.7,321,8522.550000000003,
BBTC,2024-07-02 00:00:00+05:30,2024-08-13 00:00:00+05:30,2077.75,2242.55,53,8734.400000000009,
APLLTD,2024-07-30 00:00:00+05:30,2024-08-13 00:00:00+05:30,1174.0,1068.15,109,-11537.64999999999,
PERSISTENT,2024-07-08 00:00:00+05:30,2024-08-19 00:00:00+05:30,4586.3,4874.5,26,7493.199999999995,
PCJEWELLER,2024-07-15 00:00:00+05:30,2024-08-26 00:00:00+05:30,7.07,11.98,11472,56327.520000000004,
SUVEN,2024-07-18 00:00:00+05:30,2024-08-29 00:00:00+05:30,131.29,143.11,766,9054.120000000017,
HATSUN,2024-07-22 00:00:00+05:30,2024-09-02 00:00:00+05:30,1199.0,1316.8,108,12722.399999999994,
CEATLTD,2024-07-22 00:00:00+05:30,2024-09-02 00:00:00+05:30,2618.4,2795.65,40,7090.0,
JAMNAAUTO,2024-08-05 00:00:00+05:30,2024-09-02 00:00:00+05:30,130.75,126.0,867,-4118.25,
PRSMJOHNSN,2024-09-09 00:00:00+05:30,2024-09-11 00:00:00+05:30,174.0,232.61,175,10256.750000000002,
SRF,2024-08-05 00:00:00+05:30,2024-09-16 00:00:00+05:30,2473.0,2436.9,76,-2743.599999999993,
PTC,2024-09-16 00:00:00+05:30,2024-09-19 00:00:00+05:30,242.16,214.65,746,-20522.459999999992,
MRF,2024-08-12 00:00:00+05:30,2024-09-23 00:00:00+05:30,137285.5,137234.8,1,-50.70000000001164,
SHK,2024-08-26 00:00:00+05:30,2024-09-25 00:00:00+05:30,237.77,310.45,177,12864.359999999997,
PTC,2024-09-19 00:00:00+05:30,2024-09-30 00:00:00+05:30,214.65,209.77,545,-2659.5999999999976,
INDOCO,2024-08-26 00:00:00+05:30,2024-10-04 00:00:00+05:30,360.75,334.65,584,-15242.400000000012,
VAKRANGEE,2024-09-30 00:00:00+05:30,2024-10-04 00:00:00+05:30,35.73,30.71,4333,-21751.65999999998,
